artifact_path,sha256,bytes,use
lean/Erdos9796Proof/P97/ATail/FrontierLiveClosure/Rigid221SourceHeavy.lean,dbe0e37c1b6562249ff41d0754bed606c58fe70efe93ed267230d0b773318c99,846948,source-boundary or report evidence
scratch/atail-force/blocker_graph/euclidean_countermodel.py,0d5f0da94588e752c418b735437bd110de3f38adf1bb7ee129fac9761f798a97,7079,source-boundary or report evidence
scratch/atail-force/endpoint-continuation/finite_countermodel.lean,0a126cbeb59241d255025b6f3648c5b2f2d9517f3490b38ad5b11b4ff068affc,4774,source-boundary or report evidence
scratch/atail-force/residual_456_exact_witness.json,0c59485be06467015681daea1f144b2a40cc3602df5538eba4265be68b61afe9,12565,source-boundary or report evidence
scratch/child45-cells-full-summary.json,6c33fd85cc803781f68e905be3dfc97e991fdd3dab816a0de73b5e1470160bc5,89675,grouped run-wave evidence
scratch/exact17-lean-to-sat/child45-export-receipt.json,fd12b39d26f9fbe82f9e06edad9d7183b3af5b9b4c8cad1fa7ae2fa3f032e8a3,2945,grouped run-wave evidence
scratch/exact17-lean-to-sat/child46-export-receipt.json,64cc2822aa751f066f9177abd417e538be50524dd820ea250048f64a37de9ae3,5891,grouped run-wave evidence
scratch/exact17-lean-to-sat/exact17-chain-reauth-20260812.json,51c7dc964226d8920dadc2b84fd7721d0f2d4b0a146512ad09010d21eb79f36c,125682,grouped run-wave evidence
scratch/exact17-lean-to-sat/piqd-child32-core1-status-terminal-quarantined.json,b1718be45b0f59ff9a29418f79b03b0933460f95814ca416a648d4c5d73ac28d,1594,run inventory: ex17-child32
scratch/freshthird-current-cegar-audit-20260803.md,9fd4036271b7e5608fa793a3368b70275370672e30c281827790f628792e703b,3314,source-boundary or report evidence
scratch/pentagon-offclass-exact12-v2/REPORT.md,c8a41058aeb78565e0c1c9dae51d1136c6c7aeb4d9b7461db0333830dbae9441,5418,source-boundary or report evidence
scratch/pentagon-offclass-exact12-v2/cegar-d0-v2-common-v7-u-q-mask-census-50/summary.json,2644ed2cf96e2b9d7c55931c6ecb91afa28775d55b8a7b35b5f439fd8c07a935,6045,grouped run-wave evidence
scratch/pentagon-offclass-exact12-v2/cegar-d0-v2-common-v7-u-q-mask-census-500/summary.json,44008311e8a4d9da0aae1556103802ee0eed2176d88c40a3ffdc1f819f542887,6050,grouped run-wave evidence
scratch/pentagon-offclass-exact12-v2/cegar-d0-v2-dichotomy-v6-hit-u-q-run/summary.json,06e0c6ea549864e7366efd357b5fb16e4e2a2845d096a9635d6c80616cbf6a24,3953,run inventory: exact12-dichotomy-v6-hit-u-q
scratch/pentagon-offclass-exact12-v2/cegar-d0-v2-source-constraints-v4/summary.json,e22c72f703a7c181abd9958765b4c2352fc34d1f09efc86ab1b65eeb41ef2ab1,1649,run inventory: exact12-source-constraints-v4
scratch/pentagon-offclass-exact12-v2/cegar-d0-v2-source-role-deletion-v5-u-q/summary.json,56e393a0da747044f923f5ef20b81a023de2f1c2b3c165b9da2a5183a39c84d0,2945,grouped run-wave evidence
scratch/pentagon-offclass-exact12-v2/cegar-d0-v2-source-role-deletion-v5-u-w/summary.json,036e88665307a8044e7217d71572263ea2df3f1808938e395d13ae8cb59fb2c1,2945,grouped run-wave evidence
scratch/pentagon-offclass-exact12-v2/cegar-d0-v2-source-role-deletion-v5-xu-q/summary.json,04f8a0bc5d120cf1a273acdf7b220f23305ce5307479d931a46f01a1eb7fec20,2946,grouped run-wave evidence
scratch/pentagon-offclass-exact12-v2/cegar-d0-v2-source-role-deletion-v5-xu-w/summary.json,ca2c32d933b384a20bb3b863c4b32429c2d94549bfe808ee81cbd781e7ecf603,2946,grouped run-wave evidence
scratch/pentagon-offclass-exact12-v2/cegar-d0-v2-source-role-deletion-v5-xv-q/summary.json,77b7943d5cabc1e93ce77c27b71919cc229d2fa347314bc44a5ad2639c59a159,2946,grouped run-wave evidence
scratch/pentagon-offclass-exact12-v2/cegar-d0-v2-source-role-deletion-v5-xv-w/summary.json,e6f75dc12f909ecb6948a0a3c7f9ef243d5c0b03dbe7eae0fd55dfc71b6f538d,2946,grouped run-wave evidence
scratch/pentagon-offclass-exact12-v2/cegar-d0-v2-source-v3/summary.json,81a533e6629c4a2919d5466853696cc6b583ba1592f02da5b83187ae8eebfedf,702,run inventory: exact12-source-v3
scratch/pentagon-offclass-exact12-v2/model.json,5c609765921ffa48e26258c55fc99bb36acb30fb4185488edefa4e16761d7eca,4381,run inventory: exact12-model-all-42-placements
scratch/rigid221-blockerv-exact17-20260806/SOURCE-FAITHFUL-CORE-BANK-AUDIT-2026-08-07.md,13c49e922bd09c47a86162a7afafe6ad8736c511b0574fee4ea52a5548dfe5af,16512,source-boundary or report evidence
scratch/rigid221-blockerv-exact17-20260806/global-kalmanson-lazy-oracle-smoke-seed3601.analysis.json,bc44253a209468630b25d659837da532010074c3778de18e2c47ae34dac6305f,9389,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-dihedral-parallel-a-source-frozen-20260809/iteration-0000-seed-4201/analysis.json,2027cbff02727da81c330ce13608eee3b6e6df4e8d7c030ad26852ac54bf0560,10314,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-dihedral-parallel-a-source-frozen-20260809/iteration-0001-seed-4202/analysis.json,17e814c12fb7e598ae03a758e09c9663af7baea3b2401b02012c06c71456e642,11015,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-dihedral-parallel-a-source-frozen-20260809/iteration-0002-seed-4203/analysis.json,fd242f4a0ff4264360778c8211a2d05925c06e440df1b3fb708d0bba7649b195,9723,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-dihedral-parallel-a-source-frozen-20260809/iteration-0003-seed-4204/analysis.json,6f284fcf7ccc7fe8cb8068a99b9c399be9aaee0e6d4d5fb27a89b3a716fabc16,10385,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-dihedral-parallel-b-source-frozen-20260809/iteration-0000-seed-4301/analysis.json,cddb2c6555fd00f3330d3853d90ce1fd4ebe6feaed4fc47a33ad2e874bfb50bd,9833,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-dihedral-parallel-b-source-frozen-20260809/iteration-0001-seed-4302/analysis.json,d7c91b9720d40f59396c90be616d1e18b753c75882321ae502720aeb84586171,10734,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-dihedral-parallel-b-source-frozen-20260809/iteration-0002-seed-4303/analysis.json,9b5c50d24ad681474c4a6e7eedbabec5a1ca14176a95463b3f49a040398552a3,9583,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-dihedral-parallel-b-source-frozen-20260809/iteration-0003-seed-4304/analysis.json,5c0384e5976efece917a79fc78d39adddab6ce42c5e347e0df83fb67e4149291,10358,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-dihedral-parallel-c-source-frozen-20260809/iteration-0000-seed-4401/analysis.json,d590c7ddf6c09b28813bac3f8a06d6d7e76d16f0d97e8a993f66a54d9d06f1d1,10185,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-dihedral-parallel-c-source-frozen-20260809/iteration-0001-seed-4402/analysis.json,fa29d98c3f8cfbc0d79f50fbb760a42fcd1598cee7b7c4fcf8d8193ad6f8666a,10178,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-dihedral-parallel-c-source-frozen-20260809/iteration-0002-seed-4403/analysis.json,046c3bb39870fc4660c5a063a901f9a664ff34f6a76b4bcc960fc37bc6c4a775,9992,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-dihedral-parallel-c-source-frozen-20260809/iteration-0003-seed-4404/analysis.json,2b35127d026cac1d9c66f310f0c47abba2c4f5d5ea146a4aefcd6f1302ca35e6,9986,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-dihedral-production1-source-frozen-20260809/iteration-0000-seed-4001/analysis.json,533176085f333717b5dcb763d4aa0ec2f3115684ec01b4f3f385f3142a0f0f88,10217,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-dihedral-production1-source-frozen-20260809/iteration-0001-seed-4002/analysis.json,548d9f8eb064cf117762fa073789f15f4e1421f193932640a55a424d16460a45,9883,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-dihedral-production1-source-frozen-20260809/iteration-0002-seed-4003/analysis.json,10c5d69ca84e945e219dc3155b13eebfbf66485070c94a443580747947969dd6,9851,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-dihedral-production1-source-frozen-20260809/iteration-0003-seed-4004/analysis.json,c60410438e6920f26e2efaa4257e66b77f784c6ed53dbadcb4d7c6092eb77e13,10001,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-dihedral-production2-source-frozen-20260809/iteration-0000-seed-4101/analysis.json,2dd51bf84269960c1527696bc23dc8a1c3829a967bee33c6b0ff1912774a93c4,9566,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-dihedral-production2-source-frozen-20260809/iteration-0001-seed-4102/analysis.json,15debe7d73b2d82573e51209f15be892793c3550c7575cd0484ac255c3551e0e,9717,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-dihedral-production2-source-frozen-20260809/iteration-0002-seed-4103/analysis.json,bb4d50e7e55a623d2f957656eaebab329f1c3608a699ce537707af576c4e2b91,9865,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-dihedral-production2-source-frozen-20260809/iteration-0003-seed-4104/analysis.json,df9aa8ff97494846e8eebaab6f56efb2147ee32345a725addefa2453ca3d7469,9768,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-dihedral-production2-source-frozen-20260809/iteration-0004-seed-4105/analysis.json,b1e840b1dcee09c14ab9b337124225daf9ae6d19648324dec0a5fcaa2f8c52be,10652,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-dihedral-production2-source-frozen-20260809/iteration-0005-seed-4106/analysis.json,25fdc38252f817dabf46ee58c897067b81f0e188ddb24577be7a0eae988a9515,9885,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-dihedral-production2-source-frozen-20260809/iteration-0006-seed-4107/analysis.json,c3f1587f2c0a9a19587833248caba7e035a84b6704122e706f1512d4258a2225,10098,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-dihedral-production2-source-frozen-20260809/iteration-0007-seed-4108/analysis.json,55cbdd86c8547fbb4a0e60c9501c606d75212e2af2cfc5b106e544b862b0b001,10347,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-dihedral-production2-source-frozen-20260809/iteration-0008-seed-4109/analysis.json,968f937761e8b41904064369aaa2d1e9ad2fece646df2f953e561687436d339b,9725,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-dihedral-production2-source-frozen-20260809/iteration-0009-seed-4110/analysis.json,47b7d6f1e017b39b45140b9bdf74be678b80b24b242597993fbe280a794fa211,9990,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-dihedral-production2-source-frozen-20260809/iteration-0010-seed-4111/analysis.json,2337c35ec4dd7f10084fb2c887b689761721a8df503d1e19536ad4f8f661594a,9732,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-dihedral-production2-source-frozen-20260809/iteration-0011-seed-4112/analysis.json,c7a04ac1ecbe2b7702bb16679aeea0b322bc34860f29f52d6a6f491f905b94ff,11051,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-dihedral-production2-source-frozen-20260809/iteration-0012-seed-4113/analysis.json,80934a3e6cab50d16f731c580f72ce20199cda302a5ebfdfeb067101b3eaa976,10323,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-dihedral-production2-source-frozen-20260809/iteration-0013-seed-4114/analysis.json,6d4650d9c9e901678ac8fd4a449900e2c7b4cdaa4535214fe4e2d60a6adbfd0b,10238,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-dihedral-production2-source-frozen-20260809/iteration-0014-seed-4115/analysis.json,ad4924ca3e126166406f66fdf4bd3418bbf1f0373bf8092d3cdb40a42e46c572,9944,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-dihedral-production2-source-frozen-20260809/iteration-0015-seed-4116/analysis.json,8957f339097ba8b84221d739423bcfd991eb1983789b8879cadc964d3ea7518a,10279,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production2-20260809/iteration-0000-seed-3803/analysis.json,544ad95485c7d8b809dfb35c91900bd32f43acc544461c4fcd27af09a25d0dc6,9959,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production2-20260809/iteration-0001-seed-3804/analysis.json,007fb7372e98de227e10cce13d464964b30d73cd18fdd77be04f45d2a0f02a60,9989,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production2-20260809/iteration-0002-seed-3805/analysis.json,a68c4e30ec91abb3e0e0a557161b862d99ef736d1f583d44c6b13f86a0bfcb9e,9468,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production2-20260809/iteration-0003-seed-3806/analysis.json,410a05c1d3c136476a9572b0b9c2945af6c44effbe1e9795915d08429c72cd75,10072,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production2-20260809/iteration-0004-seed-3807/analysis.json,3db249f340937b1b38e5b4851070045cd52dc33aafe4234c52310a100a485171,10029,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production2-20260809/iteration-0005-seed-3808/analysis.json,9872a3ff069c50a5291181b0c550f55d2b6b4eb314721eecc7361370ce727ce9,9709,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production2-20260809/iteration-0006-seed-3809/analysis.json,a7668346a246972bd8ae51736e7729b23405261adbb1ef91a52d18fc7b0fe6ab,9863,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production2-20260809/iteration-0007-seed-3810/analysis.json,1fbde1a0fb38b53a15f9fdeaecbbcdd025004be3a6a3a6f3d840d6735278b3c8,9899,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production2-20260809/iteration-0008-seed-3811/analysis.json,f7f19940774f112cc5177ed5a808256a3e49eb1a73a1893f9bc573bb66958ea3,9813,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production2-20260809/iteration-0009-seed-3812/analysis.json,4d1765960b3dc57a40ed8967aedcaed2bc39187387378587a5061eac235fc687,9722,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production2-20260809/iteration-0010-seed-3813/analysis.json,663e95f2af60ca5e3d3b2a32bda8bd6014ee5d28ba446876ae973b025661a0f3,10031,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production2-20260809/iteration-0011-seed-3814/analysis.json,afb0f6aae9af898c970ed9cf12b4111dcc72d4936096d80a6d4ff076744385bf,9815,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production2-20260809/iteration-0012-seed-3815/analysis.json,d6ec12ef147ea0804b348c404073625ca00db8fabaff633dd44d367571348050,9358,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production2-20260809/iteration-0013-seed-3816/analysis.json,ec1b6c52a3ed7b1248a3db7a70e80b7428a6165401b8e06bc5fe77ec1cc73e32,9916,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production2-20260809/iteration-0014-seed-3817/analysis.json,3786b9fbc876500a106763cd6c7d603854d4ced2b1f0fc879764e271d998b8b8,10005,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production2-20260809/iteration-0015-seed-3818/analysis.json,cdcc8d7087f18a05ad6f9c21eef113d10baee51cc346238179bbe7e738a59e4a,3976,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production3-source-frozen-20260809/iteration-0000-seed-3819/analysis.json,e9de4ec02a97c7e73f395ab953190d507e747909a3ddd77374ec3b4a750f61f4,9927,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production3-source-frozen-20260809/iteration-0001-seed-3820/analysis.json,de3b35799afd48979ec3ee19cdd79162dcc20bbd7bb009505b47a9eb8dc58fe0,10103,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production3-source-frozen-20260809/iteration-0002-seed-3821/analysis.json,495ecfdee8fc61b5b5698a1e25957986ce679cd7259eb46a80d0188c081500bf,10021,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production3-source-frozen-20260809/iteration-0003-seed-3822/analysis.json,d9058ec5fe733aba5e90c58d80822b1ba604d0ed647a6671ff3b459121e7446d,10228,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production3-source-frozen-20260809/iteration-0004-seed-3823/analysis.json,3c43bab0f2bbbe38e714c6eaf48b57095e1b5574aa824712e4bc8cbc6c0a7967,10017,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production3-source-frozen-20260809/iteration-0005-seed-3824/analysis.json,4996fb9273cef10c8fe1e414054701c8cfeb29c2d7cef93f171af77a04b4f21f,10233,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production3-source-frozen-20260809/iteration-0006-seed-3825/analysis.json,f531cf4eb0eea1fff51c81f9299cc48673d99e8fd7580e7a4196f3256904c67e,10838,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production3-source-frozen-20260809/iteration-0007-seed-3826/analysis.json,2ed673d12a203fee5ba6aaf3adb666af1f01c65755ab68d6fdd5661bbf2ac808,9947,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production3-source-frozen-20260809/iteration-0008-seed-3827/analysis.json,50c4f7bad1050d0410c150151771a2ff8dd5d43731e1441f3473fa23cf0270b1,9988,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production3-source-frozen-20260809/iteration-0009-seed-3828/analysis.json,1ce04e674a49e1a5f249bfc2908ee017b7c3b1d578b90a7bb84ec01089e9c31f,9597,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production3-source-frozen-20260809/iteration-0010-seed-3829/analysis.json,6805a50dc36ff54a682218d5d5e8881ddf76542be8185c2be4bbb60143cf3808,9984,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production3-source-frozen-20260809/iteration-0011-seed-3830/analysis.json,ef4ac25ef878ccbe3f47566e3de120cd55e1981e20923f3938a60e1ae3cb6704,9830,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production3-source-frozen-20260809/iteration-0012-seed-3831/analysis.json,380daa9942bdc0710933b749951b32411144c38ff8cd640637a15a543ab76145,10586,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production3-source-frozen-20260809/iteration-0013-seed-3832/analysis.json,7f495ca257badacc387448464059185ec798f0f011c79ea15f1e1c1e750f0bb9,10255,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production3-source-frozen-20260809/iteration-0014-seed-3833/analysis.json,e8ec486dd2ac52e9c83e833cf21874d58aa4a6fcd70b50bf094837c6680b08e5,9820,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production3-source-frozen-20260809/iteration-0015-seed-3834/analysis.json,a74e79d7e1af47337e8ac1c170ee67f953673c54c1714a4b82bc89ba31b5f139,9822,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production3-source-frozen-20260809/iteration-0016-seed-3835/analysis.json,5d294316d1a7e4ff488d1dbb0bdab7ce91a3b875609d3692fea5826d4bb8f0b0,9688,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production3-source-frozen-20260809/iteration-0017-seed-3836/analysis.json,4461a769a739cf5ac5e49c0c61f7d6ae4e8395f8eaddbdd3cca483ed9d76a61f,10484,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production3-source-frozen-20260809/iteration-0018-seed-3837/analysis.json,002fa6454b476b09c3229c9b04d4d50f55c7bc738baf9ed78d3981d20a2e6f70,10217,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production3-source-frozen-20260809/iteration-0019-seed-3838/analysis.json,821b1332b1c38a60523c2fd1b971f159a80d0d4f702b370089139fa91402e00c,10255,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production3-source-frozen-20260809/iteration-0020-seed-3839/analysis.json,dd8b7973deba4c412ffc284f18b6188e7b20cac1517879ab0a20d95b4086c1e7,11338,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production3-source-frozen-20260809/iteration-0021-seed-3840/analysis.json,409d751347e69870fffd6bc4cca442498544613f0f79a4276ac3577e4f852bbb,10473,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production3-source-frozen-20260809/iteration-0022-seed-3841/analysis.json,0299596a0595e9f2537fbdb54a42400bcd0cbb4682f6e5931a3ec63fc463d3bc,10156,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production3-source-frozen-20260809/iteration-0023-seed-3842/analysis.json,f13af54a6632fa1a32dd1a6d86524e093315ba8575e0c7b01a082261a82dc563,10233,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production3-source-frozen-20260809/iteration-0024-seed-3843/analysis.json,c98a5d54ca1b7c8d96103f3355c4b6878e91d2019d097ab41a23fa91af49d88d,10562,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production3-source-frozen-20260809/iteration-0025-seed-3844/analysis.json,c9d2a6331ec0f556272a99bba1b2c99aeef572751aade1d92665d31e2d92ef37,11688,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production3-source-frozen-20260809/iteration-0026-seed-3845/analysis.json,4783a2a283a7f34181ef9d11eb405f6e309f6355c3a33269d7d58a4d0a76bd24,9719,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production3-source-frozen-20260809/iteration-0027-seed-3846/analysis.json,6af8b15e2a7a717aa4a14883a645f5b729d0c391c9f488fd74acd89795e0dd47,10985,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production3-source-frozen-20260809/iteration-0028-seed-3847/analysis.json,c82ec9a064ba7357e357da36bf89934af7c7e2e777eec36434d1211ffb9660e5,10960,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production3-source-frozen-20260809/iteration-0029-seed-3848/analysis.json,817582b1cd2ffdbe357163d9adc420582d96aaa61600cfd121a43da4610b51e5,10481,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production3-source-frozen-20260809/iteration-0030-seed-3849/analysis.json,dfc67077d4e20d4279b8ef8cc8961e3f8e13e2e00d0a9bb449138d570eea73a3,9597,canonical EX17 row/order shadow
scratch/rigid221-blockerv-exact17-20260806/lazy-global-kalmanson-loop-production3-source-frozen-20260809/iteration-0031-seed-3850/analysis.json,2ea4301998031a31f8ae75e094ae061f0a7abe56a41ea42b915aa1f21ea4a172,9936,canonical EX17 row/order shadow
