Problem97.U5QCriticalTripleClass.two_transport_mutual_off_anchor_no_p_delayed_incompatibility	lean/RVOL/P97/U5GlobalIncidenceQCriticalExactSelectedTwoTransportOffAnchor.lean	222	true	source-proved	theorem U5QCriticalTripleClass.two_transport_mutual_off_anchor_no_p_delayed_incompatibility {D : CounterexampleData} {q p t₁ t₂ t₃ d e : ℝ²} {T B₁ B₂ B₃ Bd Be : Finset ℝ²} (htriple : U5DangerousTriple D q p T) (ht₁ : t₁ ∈ T) (ht₂ : t₂ ∈ T) (ht₃ : t₃ ∈ T) (K₁ : U5QDeletedK4Class D q t₁ B₁) (K₂ : U5QCriticalTripleClass D q t₂ B₂) (K₃ : U5QCriticalTripleClass D q t₃ B₃) (Kd : U5QCriticalTripleClass D q d Bd) (Ke : U5QDeletedK4Class D q e Be) (hpB₁ : p ∈ B₁) (ht₂B₁ : t₂ ∈ B₁) (ht₃B₂ : t₃ ∈ B₂) (hdB₂ : d ∈ B₂) (ht₂B₃ : t₂ ∈ B₃) (hpBd : p ∈ Bd) (ht₁Bd : t₁ ∈ Bd) (heBd : e ∈ Bd) (hpBe : p ∈ Be) (ht₁Be : t₁ ∈ Be) (ht₂Be : t₂ ∈ Be) (hdBe : d ∈ Be) : False
Problem97.u5_two_qtransport_mutual_off_anchor_no_p_delayed_coord_incompatibility	lean/RVOL/P97/U5GlobalIncidenceQCriticalExactSelectedTwoTransportOffAnchorScalar.lean	109	true	source-proved	theorem u5_two_qtransport_mutual_off_anchor_no_p_delayed_coord_incompatibility {q0 q1 a0 a1 b0 b1 c0 c1 d0 d1 e0 e1 R A D : ℝ} (hR : 0 < R) (hqq : q0 ^ 2 + q1 ^ 2 = R) (haa : a0 ^ 2 + a1 ^ 2 = R) (hbb : b0 ^ 2 + b1 ^ 2 = R) (hcc : c0 ^ 2 + c1 ^ 2 = R) (hdd : d0 ^ 2 + d1 ^ 2 = D) (hee : e0 ^ 2 + e1 ^ 2 = D) (hqb : q0 * b0 + q1 * b1 = A) (hqc : q0 * c0 + q1 * c1 = A) (hbc : b0 * c0 + b1 * c1 = A) (hab : a0 * b0 + a1 * b1 = R / 2) (had : a0 * d0 + a1 * d1 = R / 2) (hae : a0 * e0 + a1 * e1 = R / 2) (hbe : b0 * e0 + b1 * e1 = R / 2) (hbd : b0 * d0 + b1 * d1 = (D - R + 2 * A) / 2) (hA_ne_R : A ≠ R) : False
Problem97.u5_qcritical_grampair_mutual_aux_metric_incompatibility	lean/RVOL/P97/U5QCriticalGramPairMutualAuxMetric.lean	47	true	source-proved	theorem u5_qcritical_grampair_mutual_aux_metric_incompatibility {p q ti tj g e f : ℝ²} {r : ℝ} (hr : 0 < r) (hpq : dist p q = r) (hpti : dist p ti = r) (hptj : dist p tj = r) (hep_pos : 0 < dist e p) (heq : dist e p = dist e q) (hef : dist e p = dist e f) (hfq : dist f p = dist f q) (hfe : dist f p = dist f e) (hti_tj : dist ti p = dist ti tj) (hti_g : dist ti p = dist ti g) (htj_g : dist tj p = dist tj g) (hg_ef : dist g e = dist g f) (hg_eti : dist g e = dist g ti) : False
Problem97.U5QCriticalTripleClass.grampair_mutual_aux_pair_incompatibility	lean/RVOL/P97/U5QCriticalGramPairMutualAuxMetric.lean	223	true	source-proved	theorem U5QCriticalTripleClass.grampair_mutual_aux_pair_incompatibility {D : CounterexampleData} {q p ti tj g e f : ℝ²} {T Bi Bj Bg Be Bf : Finset ℝ²} (htriple : U5DangerousTriple D q p T) (hti : ti ∈ T) (htj : tj ∈ T) (Wi : U5PropagationRowWitness D q ti Bi) (Wj : U5PropagationRowWitness D q tj Bj) (Wg : U5PropagationRowWitness D q g Bg) (Ke : U5QCriticalTripleClass D q e Be) (Kf : U5QCriticalTripleClass D q f Bf) (hpBi : p ∈ Bi) (htjBi : tj ∈ Bi) (hgBi : g ∈ Bi) (hpBj : p ∈ Bj) (hgBj : g ∈ Bj) (heBg : e ∈ Bg) (hfBg : f ∈ Bg) (htiBg : ti ∈ Bg) (hpBe : p ∈ Be) (hfBe : f ∈ Be) (hpBf : p ∈ Bf) (heBf : e ∈ Bf) : False
Problem97.u5_qcritical_grampair_mutual_aux_scalar_incompatibility	lean/RVOL/P97/U5QCriticalGramPairMutualAuxScalar.lean	28	true	source-proved	theorem u5_qcritical_grampair_mutual_aux_scalar_incompatibility {R U W : ℝ} (hR : 0 < R) (hW : 0 < W) (hgramQEF : R * W * W + 2 * (R / 2) * (R / 2) * (W / 2) - R * (W / 2) ^ 2 - W * (R / 2) ^ 2 - W * (R / 2) ^ 2 = 0) (hgramTTG : R * R * U + 2 * (R / 2) * (U / 2) * (U / 2) - R * (U / 2) ^ 2 - R * (U / 2) ^ 2 - U * (R / 2) ^ 2 = 0) (hgramGEF : U * W * W + 2 * ((U + W - R) / 2) * ((U + W - R) / 2) * (W / 2) - U * (W / 2) ^ 2 - W * ((U + W - R) / 2) ^ 2 - W * ((U + W - R) / 2) ^ 2 = 0) : False
Problem97.u5_qcritical_mutual_no_p_exact_center_metric_incompatibility	lean/RVOL/P97/U5QCriticalMutualNoPExactCenter.lean	33	true	source-proved	theorem u5_qcritical_mutual_no_p_exact_center_metric_incompatibility {p q a b u : ℝ²} {r : ℝ} (hr : 0 < r) (hpq : dist p q = r) (hpa : dist p a = r) (hpb : dist p b = r) (haq_hab : dist a q = dist a b) (hau_hab : dist a u = dist a b) (hbq_hba : dist b q = dist b a) (hbu_hba : dist b u = dist b a) (hup_hua : dist u p = dist u a) (hq_ne_b : q ≠ b) : False
Problem97.U5QCriticalTripleClass.mutual_no_p_exact_center_incompatibility	lean/RVOL/P97/U5QCriticalMutualNoPExactCenter.lean	127	true	source-proved	theorem U5QCriticalTripleClass.mutual_no_p_exact_center_incompatibility {D : CounterexampleData} {q p a b u : ℝ²} {T Ba Bb Bu : Finset ℝ²} (htriple : U5DangerousTriple D q p T) (ha : a ∈ T) (hb : b ∈ T) (Ka : U5QCriticalTripleClass D q a Ba) (Kb : U5QCriticalTripleClass D q b Bb) (Ku : U5QDeletedK4Class D q u Bu) (hbBa : b ∈ Ba) (huBa : u ∈ Ba) (haBb : a ∈ Bb) (huBb : u ∈ Bb) (hpBu : p ∈ Bu) (haBu : a ∈ Bu) : False
Problem97.u5_qcritical_mutual_no_p_exact_center_coord_incompatibility	lean/RVOL/P97/U5QCriticalMutualNoPExactCenterScalar.lean	127	true	source-proved	theorem u5_qcritical_mutual_no_p_exact_center_coord_incompatibility {q0 q1 a0 a1 b0 b1 u0 u1 R U X : ℝ} (hR : 0 < R) (hqq : q0 ^ 2 + q1 ^ 2 = R) (haa : a0 ^ 2 + a1 ^ 2 = R) (hbb : b0 ^ 2 + b1 ^ 2 = R) (huu : u0 ^ 2 + u1 ^ 2 = U) (haq_eq_hab : (a0 - q0) ^ 2 + (a1 - q1) ^ 2 = (a0 - b0) ^ 2 + (a1 - b1) ^ 2) (hbq_eq_hba : (b0 - q0) ^ 2 + (b1 - q1) ^ 2 = (b0 - a0) ^ 2 + (b1 - a1) ^ 2) (hau_eq_hab : (u0 - a0) ^ 2 + (u1 - a1) ^ 2 = (b0 - a0) ^ 2 + (b1 - a1) ^ 2) (hbu_eq_hba : (u0 - b0) ^ 2 + (u1 - b1) ^ 2 = (b0 - a0) ^ 2 + (b1 - a1) ^ 2) (hup_eq_hua : u0 ^ 2 + u1 ^ 2 = (u0 - a0) ^ 2 + (u1 - a1) ^ 2) (hq_ne_b : (b0 - q0) ^ 2 + (b1 - q1) ^ 2 ≠ 0) (hX : X = a0 * b0 + a1 * b1) : False
Problem97.u5_qcritical_no_p_selected_left_exact_anchor_metric_incompatibility	lean/RVOL/P97/U5QCriticalNoPSelectedLeftExactAnchor.lean	31	true	source-proved	theorem u5_qcritical_no_p_selected_left_exact_anchor_metric_incompatibility {p q a b u x : ℝ²} {r : ℝ} (hr : 0 < r) (hpq : dist p q = r) (hpa : dist p a = r) (hpb : dist p b = r) (haq_hab : dist a q = dist a b) (haq_hau : dist a q = dist a u) (haq_hax : dist a q = dist a x) (hup_huq : dist u p = dist u q) (hup_hua : dist u p = dist u a) (hup_hux : dist u p = dist u x) (hxp_hxa : dist x p = dist x a) (hxp_hxb : dist x p = dist x b) : False
Problem97.U5QCriticalTripleClass.no_p_selected_left_exact_anchor_incompatibility	lean/RVOL/P97/U5QCriticalNoPSelectedLeftExactAnchor.lean	155	true	source-proved	theorem U5QCriticalTripleClass.no_p_selected_left_exact_anchor_incompatibility {D : CounterexampleData} {q p t₁ t₂ u a0 a1 : ℝ²} {T B₁ Bu Ba0 : Finset ℝ²} (htriple : U5DangerousTriple D q p T) (ht₁ : t₁ ∈ T) (ht₂ : t₂ ∈ T) (K₁ : U5QCriticalTripleClass D q t₁ B₁) (Ku : U5QCriticalTripleClass D q u Bu) (Ka0 : U5QDeletedK4Class D q a0 Ba0) (ht₂B₁ : t₂ ∈ B₁) (huB₁ : u ∈ B₁) (ha0B₁ : a0 ∈ B₁) (hpBu : p ∈ Bu) (ht₁Bu : t₁ ∈ Bu) (ha0Bu : a0 ∈ Bu) (hpBa0 : p ∈ Ba0) (ht₁Ba0 : t₁ ∈ Ba0) (ht₂Ba0 : t₂ ∈ Ba0) (_ha1Ba0 : a1 ∈ Ba0) : False
Problem97.u5_qcritical_no_p_selected_left_exact_anchor_coord_incompatibility	lean/RVOL/P97/U5QCriticalNoPSelectedLeftExactAnchorScalar.lean	124	true	source-proved	theorem u5_qcritical_no_p_selected_left_exact_anchor_coord_incompatibility {q0 q1 a0 a1 b0 b1 u0 u1 x0 x1 R S X : ℝ} (hR : 0 < R) (hqq : q0 ^ 2 + q1 ^ 2 = R) (haa : a0 ^ 2 + a1 ^ 2 = R) (hbb : b0 ^ 2 + b1 ^ 2 = R) (huu : u0 ^ 2 + u1 ^ 2 = S) (hxx : x0 ^ 2 + x1 ^ 2 = X) (haq_ab : a0 * q0 + a1 * q1 = a0 * b0 + a1 * b1) (haq_au : a0 * u0 + a1 * u1 - (a0 * q0 + a1 * q1) = (S - R) / 2) (haq_ax : a0 * x0 + a1 * x1 - (a0 * q0 + a1 * q1) = (X - R) / 2) (_huq : u0 * q0 + u1 * q1 = R / 2) (hua : u0 * a0 + u1 * a1 = R / 2) (hux : u0 * x0 + u1 * x1 = X / 2) (hxa : x0 * a0 + x1 * a1 = R / 2) (hxb : x0 * b0 + x1 * b1 = R / 2) : False
Problem97.u5_qcritical_two_no_p_mid_selected_double_exact_metric_incompatibility	lean/RVOL/P97/U5QCriticalTwoNoPMidSelectedDoubleExact.lean	33	true	source-proved	theorem u5_qcritical_two_no_p_mid_selected_double_exact_metric_incompatibility {p q a b c u x y : ℝ²} {r : ℝ} (hpq : dist p q = r) (hpa : dist p a = r) (hpb : dist p b = r) (hpc : dist p c = r) (haq_hab : dist a q = dist a b) (haq_hax : dist a q = dist a x) (hbq_hbc : dist b q = dist b c) (hbq_hbu : dist b q = dist b u) (hca_hcb : dist c a = dist c b) (hup_hub : dist u p = dist u b) (hup_huy : dist u p = dist u y) (hxp_hxa : dist x p = dist x a) (hxp_hxy : dist x p = dist x y) (hyp_hyu : dist y p = dist y u) (hyp_hyx : dist y p = dist y x) (hq_ne_b : q ≠ b) (hq_ne_c : q ≠ c) : False
Problem97.U5QCriticalTripleClass.two_no_p_mid_selected_double_exact_incompatibility	lean/RVOL/P97/U5QCriticalTwoNoPMidSelectedDoubleExact.lean	235	true	source-proved	theorem U5QCriticalTripleClass.two_no_p_mid_selected_double_exact_incompatibility {D : CounterexampleData} {q p t₁ t₂ t₃ u a0 a1 : ℝ²} {T B₁ B₂ B₃ Bu Ba0 Ba1 : Finset ℝ²} (htriple : U5DangerousTriple D q p T) (ht₁ : t₁ ∈ T) (ht₂ : t₂ ∈ T) (ht₃ : t₃ ∈ T) (K₁ : U5QCriticalTripleClass D q t₁ B₁) (K₂ : U5QCriticalTripleClass D q t₂ B₂) (K₃ : U5QDeletedK4Class D q t₃ B₃) (Ku : U5QCriticalTripleClass D q u Bu) (Ka0 : U5QDeletedK4Class D q a0 Ba0) (Ka1 : U5QDeletedK4Class D q a1 Ba1) (ht₂B₁ : t₂ ∈ B₁) (ha0B₁ : a0 ∈ B₁) (ht₃B₂ : t₃ ∈ B₂) (huB₂ : u ∈ B₂) (ht₁B₃ : t₁ ∈ B₃) (ht₂B₃ : t₂ ∈ B₃) (hpBu : p ∈ Bu) (ht₂Bu : t₂ ∈ Bu) (ha1Bu : a1 ∈ Bu) (hpBa0 : p ∈ Ba0) (ht₁Ba0 : t₁ ∈ Ba0) (ha1Ba0 : a1 ∈ Ba0) (hpBa1 : p ∈ Ba1) (huBa1 : u ∈ Ba1) (ha0Ba1 : a0 ∈ Ba1) : False
Problem97.u5_qcritical_two_no_p_mid_selected_double_exact_coord_incompatibility	lean/RVOL/P97/U5QCriticalTwoNoPMidSelectedDoubleExactScalar.lean	107	true	source-proved	theorem u5_qcritical_two_no_p_mid_selected_double_exact_coord_incompatibility {q0 q1 a0 a1 b0 b1 c0 c1 u0 u1 x0 x1 y0 y1 R S X Y : ℝ} (hqq : q0 ^ 2 + q1 ^ 2 = R) (haa : a0 ^ 2 + a1 ^ 2 = R) (hbb : b0 ^ 2 + b1 ^ 2 = R) (haq_ab : a0 * q0 + a1 * q1 = a0 * b0 + a1 * b1) (haq_ax : a0 * x0 + a1 * x1 - (a0 * q0 + a1 * q1) = (X - R) / 2) (hbq_bc : b0 * q0 + b1 * q1 = b0 * c0 + b1 * c1) (hbq_bu : b0 * u0 + b1 * u1 - (b0 * q0 + b1 * q1) = (S - R) / 2) (hca_cb : c0 * a0 + c1 * a1 = c0 * b0 + c1 * b1) (hub : u0 * b0 + u1 * b1 = R / 2) (huy : u0 * y0 + u1 * y1 = Y / 2) (hxa : x0 * a0 + x1 * a1 = R / 2) (hxy : x0 * y0 + x1 * y1 = Y / 2) (hyu : y0 * u0 + y1 * u1 = S / 2) (hyx : y0 * x0 + y1 * x1 = X / 2) (hqb_ne_R : q0 * b0 + q1 * b1 ≠ R) (hqc_ne_R : q0 * c0 + q1 * c1 ≠ R) : False
Problem97.u5_qcritical_two_no_p_mid_selected_left_exact_aux_bridge_metric_incompatibility	lean/RVOL/P97/U5QCriticalTwoNoPMidSelectedLeftExactAuxBridge.lean	33	true	source-proved	theorem u5_qcritical_two_no_p_mid_selected_left_exact_aux_bridge_metric_incompatibility {p q a b c u x y : ℝ²} {r : ℝ} (hr : 0 < r) (hpq : dist p q = r) (hpa : dist p a = r) (hpb : dist p b = r) (hpc : dist p c = r) (hbq_hbc : dist b q = dist b c) (hbq_hbu : dist b q = dist b u) (hbq_hby : dist b q = dist b y) (hca_hcb : dist c a = dist c b) (hca_hcu : dist c a = dist c u) (hca_hcy : dist c a = dist c y) (hup_hub : dist u p = dist u b) (hup_huy : dist u p = dist u y) (hxp_hxa : dist x p = dist x a) (hxp_hxy : dist x p = dist x y) (hyp_hya : dist y p = dist y a) (hyp_hyb : dist y p = dist y b) (hyp_hyx : dist y p = dist y x) (hp_ne_u : p ≠ u) : False
Problem97.U5QCriticalTripleClass.two_no_p_mid_selected_left_exact_aux_bridge_incompatibility	lean/RVOL/P97/U5QCriticalTwoNoPMidSelectedLeftExactAuxBridge.lean	227	true	source-proved	theorem U5QCriticalTripleClass.two_no_p_mid_selected_left_exact_aux_bridge_incompatibility {D : CounterexampleData} {q p t₁ t₂ t₃ u a0 a1 : ℝ²} {T B₁ B₂ B₃ Bu Ba0 Ba1 : Finset ℝ²} (htriple : U5DangerousTriple D q p T) (ht₁ : t₁ ∈ T) (ht₂ : t₂ ∈ T) (ht₃ : t₃ ∈ T) (_K₁ : U5QCriticalTripleClass D q t₁ B₁) (K₂ : U5QCriticalTripleClass D q t₂ B₂) (K₃ : U5QDeletedK4Class D q t₃ B₃) (Ku : U5QCriticalTripleClass D q u Bu) (Ka0 : U5QDeletedK4Class D q a0 Ba0) (Ka1 : U5QDeletedK4Class D q a1 Ba1) (_ht₂B₁ : t₂ ∈ B₁) (_huB₁ : u ∈ B₁) (_ha0B₁ : a0 ∈ B₁) (ht₃B₂ : t₃ ∈ B₂) (huB₂ : u ∈ B₂) (ha1B₂ : a1 ∈ B₂) (ht₁B₃ : t₁ ∈ B₃) (ht₂B₃ : t₂ ∈ B₃) (huB₃ : u ∈ B₃) (ha1B₃ : a1 ∈ B₃) (hpBu : p ∈ Bu) (ht₂Bu : t₂ ∈ Bu) (ha1Bu : a1 ∈ Bu) (hpBa0 : p ∈ Ba0) (ht₁Ba0 : t₁ ∈ Ba0) (_ht₃Ba0 : t₃ ∈ Ba0) (ha1Ba0 : a1 ∈ Ba0) (hpBa1 : p ∈ Ba1) (ht₁Ba1 : t₁ ∈ Ba1) (ht₂Ba1 : t₂ ∈ Ba1) (ha0Ba1 : a0 ∈ Ba1) : False
