Problem97.C5D3B.exists_two_off_rowCircle_of_sameSideTerminal	lean/RVOL/P97/C5D3BC2LargeCapInterior.lean	40	source-proved	theorem exists_two_off_rowCircle_of_sameSideTerminal {D : CounterexampleData} {q v1 v3 qs w u x : ℝ²} {B : Finset ℝ²} (P : C5D3BSameSideTerminalPacket D q v1 v3 qs w u) (K : U5QAllowedK4Class D x B) (hBcard : B.card = 4) (hx_ne_q : x ≠ q) : ∃ y z : ℝ², y ∈ B ∧ z ∈ B ∧ y ≠ z ∧ y ∉ ({v3, v1, qs, u} : Finset ℝ²) ∧ z ∉ ({v3, v1, qs, u} : Finset ℝ²)
Problem97.C5D3B.freshWitness_mem_offRowCircle_and_exists_second_of_sameSideTerminal	lean/RVOL/P97/C5D3BC2LargeCapInterior.lean	82	source-proved	theorem freshWitness_mem_offRowCircle_and_exists_second_of_sameSideTerminal {D : CounterexampleData} {q v1 v3 qs w u a0 a1 x z : ℝ²} {B : Finset ℝ²} (P : C5D3BSameSideTerminalPacket D q v1 v3 qs w u) (K : U5QAllowedK4Class D x B) (hBcard : B.card = 4) (hx_ne_q : x ≠ q) (hzB : z ∈ B) (hfresh : C5D3B.payloadFreshWitnessData D q v3 ({v1, qs, w} : Finset ℝ²) u a0 a1 x z) : z ∈ B \\ ({v3, v1, qs, u} : Finset ℝ²) ∧ ∃ y : ℝ², y ∈ B ∧ y ≠ z ∧ y ∉ ({v3, v1, qs, u} : Finset ℝ²)
Problem97.C5D3B.freshWitness_single_shortCap_inter_exists_offRow_offShort_of_sameSideTerminal	lean/RVOL/P97/C5D3BC2LargeCapInterior.lean	123	source-proved	theorem freshWitness_single_shortCap_inter_exists_offRow_offShort_of_sameSideTerminal {D : CounterexampleData} {i : Fin 2} {q v1 v3 qs w u a0 a1 x z : ℝ²} {B : Finset ℝ²} (P : C5D3BSameSideTerminalPacket D q v1 v3 qs w u) (K : U5QAllowedK4Class D x B) (hBcard : B.card = 4) (hx_ne_q : x ≠ q) (hzB : z ∈ B) (hfresh : C5D3B.payloadFreshWitnessData D q v3 ({v1, qs, w} : Finset ℝ²) u a0 a1 x z) (hInter : B ∩ shortCap D i = ({z} : Finset ℝ²)) : ∃ y : ℝ², y ∈ B ∧ y ≠ z ∧ y ∉ shortCap D i ∧ y ∉ ({v3, v1, qs, u} : Finset ℝ²)
Problem97.C5D3B.freshWitness_pair_shortCap_inter_offRow_or_offShort_of_sameSideTerminal	lean/RVOL/P97/C5D3BC2LargeCapInterior.lean	151	source-proved	theorem freshWitness_pair_shortCap_inter_offRow_or_offShort_of_sameSideTerminal {D : CounterexampleData} {i : Fin 2} {q v1 v3 qs w u a0 a1 x z r : ℝ²} {B : Finset ℝ²} (P : C5D3BSameSideTerminalPacket D q v1 v3 qs w u) (K : U5QAllowedK4Class D x B) (hBcard : B.card = 4) (hx_ne_q : x ≠ q) (hzB : z ∈ B) (hfresh : C5D3B.payloadFreshWitnessData D q v3 ({v1, qs, w} : Finset ℝ²) u a0 a1 x z) (hInter : B ∩ shortCap D i = ({z, r} : Finset ℝ²)) : (∃ y : ℝ², y ∈ B ∧ y ≠ z ∧ y ∉ shortCap D i ∧ y ∉ ({v3, v1, qs, u} : Finset ℝ²)) ∨ r ∉ ({v3, v1, qs, u} : Finset ℝ²)
Problem97.C5D3B.selected_offRow_mem_anchor_or_fresh	lean/RVOL/P97/C5D3BC2LargeCapInterior.lean	183	source-proved	theorem selected_offRow_mem_anchor_or_fresh {D : CounterexampleData} {q v1 v3 qs w u a0 a1 x y : ℝ²} {B : Finset ℝ²} (K : U5QAllowedK4Class D x B) (hyB : y ∈ B) (hyOffRow : y ∉ ({v3, v1, qs, u} : Finset ℝ²)) : y ∈ ({q, w, a0, a1} : Finset ℝ²) ∨ C5D3B.payloadFreshWitnessData D q v3 ({v1, qs, w} : Finset ℝ²) u a0 a1 x y ∧ y ∉ U5QAllowedBoundedSupport D q v3 ({v1, qs, w} : Finset ℝ²) u a0 a1
Problem97.C5D3B.w_not_mem_C2_C3_of_sameSideTerminal	lean/RVOL/P97/C5D3BC2LargeCapInterior.lean	221	source-proved	theorem w_not_mem_C2_C3_of_sameSideTerminal {D : CounterexampleData} {q v1 v3 qs w u : ℝ²} (P : C5D3BSameSideTerminalPacket D q v1 v3 qs w u) : w ∉ D.packet.partition.C2 ∧ w ∉ D.packet.partition.C3
Problem97.C5D3B.payloadIndexedFreshWitness_splitterStrictC1CapRole_shortCap_order_of_sameSideTerminal	lean/RVOL/P97/C5D3BC2LargeCapInterior.lean	353	source-proved	theorem payloadIndexedFreshWitness_splitterStrictC1CapRole_shortCap_order_of_sameSideTerminal {D : CounterexampleData} {q v1 v3 qs w u a0 a1 x : ℝ²} (P : C5D3BSameSideTerminalPacket D q v1 v3 qs w u) (W : C5D3B.PayloadIndexedFreshWitness D q v3 ({v1, qs, w} : Finset ℝ²) u a0 a1 x P.endpoint.setup.oriented.endpoints.C1Block) : (W.z = D.packet.triangle.v2 ∧ W.idx = P.endpoint.setup.oriented.endpoints.v2Index) ∨ (P.endpoint.storedSplitter.LeftSide W.idx ∧ W.idx ≠ P.endpoint.setup.uIndex ∧ W.idx ≠ P.endpoint.setup.wIndex ∧ W.z ≠ D.packet.triangle.v2) ∨ (W.idx = P.endpoint.split ∧ W.z = P.endpoint.setup.oriented.endpoints.C1Block.L.points P.endpoint.split ∧ W.z ∈ (D.packet.partition.C1.erase D.packet.triangle.v2).erase D.packet.triangle.v3 ∧ W.z ∉ D.packet.partition.C2 ∧ W.z ∉ D.packet.partition.C3 ∧ W.z ∉ D.packet.triangle.verts ∧ (∀ i : Fin 2, W.z ∈ shortCap D i ↔ (D.packet.surplusIdx = 1 ∧ i = 1) ∨ (D.packet.surplusIdx = 2 ∧ i = 0)) ∧ ((P.endpoint.setup.uIndex < W.idx ∧ P.endpoint.setup.wIndex < W.idx) ∨ (W.idx < P.endpoint.setup.uIndex ∧ W.idx < P.endpoint.setup.wIndex)) ∧ W.z ∉ U5QAllowedBoundedSupport D q v3 ({v1, qs, w} : Finset ℝ²) u a0 a1 ∧ W.z ≠ v3 ∧ W.z ≠ q ∧ W.z ≠ u ∧ W.z ≠ a0 ∧ W.z ≠ a1 ∧ W.z ∉ ({v1, qs, w} : Finset ℝ²) ∧ W.z ≠ D.packet.triangle.v2) ∨ (P.endpoint.storedSplitter.RightSide W.idx ∧ W.idx ≠ P.endpoint.setup.uIndex ∧ W.idx ≠ P.endpoint.setup.wIndex ∧ W.z ≠ D.packet.triangle.v2)
Problem97.C5D3B.payloadFreshWitness_splitterShortCapIndex_or_C2_or_C3Sector_of_sameSideTerminal	lean/RVOL/P97/C5D3BC2LargeCapInterior.lean	422	source-proved	theorem payloadFreshWitness_splitterShortCapIndex_or_C2_or_C3Sector_of_sameSideTerminal {D : CounterexampleData} {q v1 v3 qs w u a0 a1 x z : ℝ²} (P : C5D3BSameSideTerminalPacket D q v1 v3 qs w u) (hfresh : C5D3B.payloadFreshWitnessData D q v3 ({v1, qs, w} : Finset ℝ²) u a0 a1 x z) (hout : z ∉ U5QAllowedBoundedSupport D q v3 ({v1, qs, w} : Finset ℝ²) u a0 a1) : (∃ W : C5D3B.PayloadIndexedFreshWitness D q v3 ({v1, qs, w} : Finset ℝ²) u a0 a1 x P.endpoint.setup.oriented.endpoints.C1Block, W.z = z ∧ ((W.z = D.packet.triangle.v2 ∧ W.idx = P.endpoint.setup.oriented.endpoints.v2Index) ∨ (P.endpoint.storedSplitter.LeftSide W.idx ∧ W.idx ≠ P.endpoint.setup.uIndex ∧ W.idx ≠ P.endpoint.setup.wIndex ∧ W.z ≠ D.packet.triangle.v2) ∨ (W.idx = P.endpoint.split ∧ W.z = P.endpoint.setup.oriented.endpoints.C1Block.L.points P.endpoint.split ∧ W.z ∈ (D.packet.partition.C1.erase D.packet.triangle.v2).erase D.packet.triangle.v3 ∧ W.z ∉ D.packet.partition.C2 ∧ W.z ∉ D.packet.partition.C3 ∧ W.z ∉ D.packet.triangle.verts ∧ (∀ i : Fin 2, W.z ∈ shortCap D i ↔ (D.packet.surplusIdx = 1 ∧ i = 1) ∨ (D.packet.surplusIdx = 2 ∧ i = 0)) ∧ ((P.endpoint.setup.uIndex < W.idx ∧ P.endpoint.setup.wIndex < W.idx) ∨ (W.idx < P.endpoint.setup.uIndex ∧ W.idx < P.endpoint.setup.wIndex)) ∧ W.z ∉ U5QAllowedBoundedSupport D q v3 ({v1, qs, w} : Finset ℝ²) u a0 a1 ∧ W.z ≠ v3 ∧ W.z ≠ q ∧ W.z ≠ u ∧ W.z ≠ a0 ∧ W.z ≠ a1 ∧ W.z ∉ ({v1, qs, w} : Finset ℝ²) ∧ W.z ≠ D.packet.triangle.v2) ∨ (P.endpoint.storedSplitter.RightSide W.idx ∧ W.idx ≠ P.endpoint.setup.uIndex ∧ W.idx ≠ P.endpoint.setup.wIndex ∧ W.z ≠ D.packet.triangle.v2))) ∨ (z ∉ D.packet.partition.C1 ∧ z ∈ D.packet.partition.C2) ∨ (z ∉ D.packet.partition.C1 ∧ z ∉ D.packet.partition.C2 ∧ z ∈ D.packet.partition.C3 ∧ z ∉ D.packet.triangle.verts ∧ OnArcOpposite D.packet.triangle.v3 D.packet.triangle.v1 D.packet.triangle.v2 z ∧ signedArea2 z D.packet.triangle.v1 D.packet.triangle.v2 * signedArea2 D.packet.triangle.v3 D.packet.triangle.v1 D.packet.triangle.v2 ≤ 0 ∧ 0 < signedArea2 z D.packet.triangle.v2 D.packet.triangle.v3 * signedArea2 D.packet.triangle.v1 D.packet.triangle.v2 D.packet.triangle.v3 ∧ 0 < signedArea2 z D.packet.triangle.v3 D.packet.triangle.v1 * signedArea2 D.packet.triangle.v2 D.packet.triangle.v3 D.packet.triangle.v1)
Problem97.C5D3B.not_mem_C1_of_not_mem_shortCap_retained_index	lean/RVOL/P97/C5D3BC2LargeCapInterior.lean	586	source-proved	theorem not_mem_C1_of_not_mem_shortCap_retained_index {D : CounterexampleData} {i : Fin 2} {z : ℝ²} (hidx : (D.packet.surplusIdx = 1 ∧ i = 1) ∨ (D.packet.surplusIdx = 2 ∧ i = 0)) (hzShort : z ∉ shortCap D i) : z ∉ D.packet.partition.C1
Problem97.C5D3B.shortCap_retained_index_false_of_not_mem_C1	lean/RVOL/P97/C5D3BC2LargeCapInterior.lean	597	source-proved	theorem shortCap_retained_index_false_of_not_mem_C1 {D : CounterexampleData} {i : Fin 2} {z : ℝ²} (hzC1 : z ∉ D.packet.partition.C1) (hzShort : z ∈ shortCap D i) (hidx : (D.packet.surplusIdx = 1 ∧ i = 1) ∨ (D.packet.surplusIdx = 2 ∧ i = 0)) : False
Problem97.C5D3B.offShort_anchor_mem_reduced_or_w_index_of_sameSideTerminal	lean/RVOL/P97/C5D3BC2LargeCapInterior.lean	609	source-proved	theorem offShort_anchor_mem_reduced_or_w_index_of_sameSideTerminal {D : CounterexampleData} {i : Fin 2} {q v1 v3 qs w u a0 a1 y : ℝ²} (P : C5D3BSameSideTerminalPacket D q v1 v3 qs w u) (hyShort : y ∉ shortCap D i) (hyAnchor : y ∈ ({q, w, a0, a1} : Finset ℝ²)) : y ∈ ({q, a0, a1} : Finset ℝ²) ∨ (y = w ∧ ¬ ((D.packet.surplusIdx = 1 ∧ i = 1) ∨ (D.packet.surplusIdx = 2 ∧ i = 0)))
Problem97.C5D3B.payloadFreshWitness_C2_ne_triangle_v2_v3_of_sameSideTerminal	lean/RVOL/P97/C5D3BC2LargeCapInterior.lean	655	source-proved	theorem payloadFreshWitness_C2_ne_triangle_v2_v3_of_sameSideTerminal {D : CounterexampleData} {q v1 v3 qs w u a0 a1 x z : ℝ²} (P : C5D3BSameSideTerminalPacket D q v1 v3 qs w u) (hfresh : C5D3B.payloadFreshWitnessData D q v3 ({v1, qs, w} : Finset ℝ²) u a0 a1 x z) (hzC1 : z ∉ D.packet.partition.C1) : z ≠ D.packet.triangle.v2 ∧ z ≠ D.packet.triangle.v3
Problem97.C5D3B.payloadFreshWitness_C2_C3_eq_triangle_v1	lean/RVOL/P97/C5D3BC2LargeCapInterior.lean	673	source-proved	theorem payloadFreshWitness_C2_C3_eq_triangle_v1 {D : CounterexampleData} {q v3 u a0 a1 x z : ℝ²} {T : Finset ℝ²} (hfresh : C5D3B.payloadFreshWitnessData D q v3 T u a0 a1 x z) (hzC1 : z ∉ D.packet.partition.C1) (hzC2 : z ∈ D.packet.partition.C2) (hzC3 : z ∈ D.packet.partition.C3) : z = D.packet.triangle.v1
Problem97.C5D3B.mem_C2_C3_eq_triangle_v1_of_mem_A_not_C1	lean/RVOL/P97/C5D3BC2LargeCapInterior.lean	702	source-proved	theorem mem_C2_C3_eq_triangle_v1_of_mem_A_not_C1 {D : CounterexampleData} {p : ℝ²} (hpA : p ∈ D.A) (hpC1 : p ∉ D.packet.partition.C1) (hpC2 : p ∈ D.packet.partition.C2) (hpC3 : p ∈ D.packet.partition.C3) : p = D.packet.triangle.v1
Problem97.C5D3B.mem_C2_shortCap_index_or_endpoint_of_mem_A_not_C1	lean/RVOL/P97/C5D3BC2LargeCapInterior.lean	731	source-proved	theorem mem_C2_shortCap_index_or_endpoint_of_mem_A_not_C1 {D : CounterexampleData} {i : Fin 2} {p : ℝ²} (hpA : p ∈ D.A) (hpC1 : p ∉ D.packet.partition.C1) (hpC2 : p ∈ D.packet.partition.C2) (hpShort : p ∈ shortCap D i) : (((D.packet.surplusIdx = 0 ∧ i = 0) ∨ (D.packet.surplusIdx = 2 ∧ i = 1)) ∨ (((D.packet.surplusIdx = 0 ∧ i = 1) ∨ (D.packet.surplusIdx = 1 ∧ i = 0)) ∧ p = D.packet.triangle.v1))
Problem97.C5D3B.payloadFreshWitness_C2_shortCap_index_or_v1	lean/RVOL/P97/C5D3BC2LargeCapInterior.lean	767	source-proved	theorem payloadFreshWitness_C2_shortCap_index_or_v1 {D : CounterexampleData} {i : Fin 2} {q v3 u a0 a1 x z : ℝ²} {T : Finset ℝ²} (hfresh : C5D3B.payloadFreshWitnessData D q v3 T u a0 a1 x z) (hzC1 : z ∉ D.packet.partition.C1) (hzC2 : z ∈ D.packet.partition.C2) (hzShort : z ∈ shortCap D i) : (((D.packet.surplusIdx = 0 ∧ i = 0) ∨ (D.packet.surplusIdx = 2 ∧ i = 1)) ∨ z = D.packet.triangle.v1)
Problem97.C5D3B.payloadFreshWitness_C2_surplus_mem_largeCapInterior_of_ne_triangle_v1	lean/RVOL/P97/C5D3BC2LargeCapInterior.lean	804	source-proved	theorem payloadFreshWitness_C2_surplus_mem_largeCapInterior_of_ne_triangle_v1 {D : CounterexampleData} {q v1 v3 qs w u a0 a1 x z : ℝ²} (P : C5D3BSameSideTerminalPacket D q v1 v3 qs w u) (hfresh : C5D3B.payloadFreshWitnessData D q v3 ({v1, qs, w} : Finset ℝ²) u a0 a1 x z) (hzC1 : z ∉ D.packet.partition.C1) (hzSurp : z ∈ D.packet.surplusCap) (hz_ne_v1 : z ≠ D.packet.triangle.v1) : z ∈ largeCapInterior D
Problem97.C5D3B.payloadFreshWitness_C2_surplus_mem_largeCapInterior_of_v1_eq	lean/RVOL/P97/C5D3BC2LargeCapInterior.lean	822	source-proved	theorem payloadFreshWitness_C2_surplus_mem_largeCapInterior_of_v1_eq {D : CounterexampleData} {q v1 v3 qs w u a0 a1 x z : ℝ²} (P : C5D3BSameSideTerminalPacket D q v1 v3 qs w u) (hfresh : C5D3B.payloadFreshWitnessData D q v3 ({v1, qs, w} : Finset ℝ²) u a0 a1 x z) (hzC1 : z ∉ D.packet.partition.C1) (hzSurp : z ∈ D.packet.surplusCap) (hv1_eq : v1 = D.packet.triangle.v1) : z ∈ largeCapInterior D
Problem97.C5D3B.payloadFreshWitness_largeCapInterior_basic_profile	lean/RVOL/P97/C5D3BC2LargeCapInterior.lean	848	source-proved	theorem payloadFreshWitness_largeCapInterior_basic_profile {D : CounterexampleData} {q v1 v3 qs w u a0 a1 x z : ℝ²} (hfresh : C5D3B.payloadFreshWitnessData D q v3 ({v1, qs, w} : Finset ℝ²) u a0 a1 x z) (hzLarge : z ∈ largeCapInterior D) : z ∈ D.A ∧ z ∈ D.packet.surplusCap ∧ z ≠ x ∧ z ≠ v3 ∧ z ≠ q ∧ z ≠ u ∧ z ≠ a0 ∧ z ≠ a1 ∧ z ≠ v1 ∧ z ≠ qs ∧ z ≠ w ∧ z ∉ U5QAllowedBoundedSupport D q v3 ({v1, qs, w} : Finset ℝ²) u a0 a1 ∧ z ≠ D.packet.triangle.v1 ∧ z ≠ D.packet.triangle.v2 ∧ z ≠ D.packet.triangle.v3 ∧ z ≠ D.packet.oppApex1 ∧ z ≠ D.packet.oppApex2
Problem97.C5D3B.mem_C3_shortCap_or_largeCapInterior_of_not_triangle_verts	lean/RVOL/P97/C5D3BC2LargeCapInterior.lean	899	source-proved	theorem mem_C3_shortCap_or_largeCapInterior_of_not_triangle_verts {D : CounterexampleData} {z : ℝ²} (hzC3 : z ∈ D.packet.partition.C3) (hzVerts : z ∉ D.packet.triangle.verts) : z ∈ shortCap D 0 ∨ z ∈ shortCap D 1 ∨ z ∈ largeCapInterior D
Problem97.C5D3B.c3Sector_shortCap_or_largeCapInterior	lean/RVOL/P97/C5D3BC2LargeCapInterior.lean	932	source-proved	theorem c3Sector_shortCap_or_largeCapInterior {D : CounterexampleData} {z : ℝ²} (hC3 : z ∉ D.packet.partition.C1 ∧ z ∉ D.packet.partition.C2 ∧ z ∈ D.packet.partition.C3 ∧ z ∉ D.packet.triangle.verts ∧ OnArcOpposite D.packet.triangle.v3 D.packet.triangle.v1 D.packet.triangle.v2 z ∧ signedArea2 z D.packet.triangle.v1 D.packet.triangle.v2 * signedArea2 D.packet.triangle.v3 D.packet.triangle.v1 D.packet.triangle.v2 ≤ 0 ∧ 0 < signedArea2 z D.packet.triangle.v2 D.packet.triangle.v3 * signedArea2 D.packet.triangle.v1 D.packet.triangle.v2 D.packet.triangle.v3 ∧ 0 < signedArea2 z D.packet.triangle.v3 D.packet.triangle.v1 * signedArea2 D.packet.triangle.v2 D.packet.triangle.v3 D.packet.triangle.v1) : (∃ i : Fin 2, z ∈ shortCap D i) ∨ z ∈ largeCapInterior D
