Problem97.C5D3B.rowCircleTailCommonUClassRecordCells_v3_false	lean/RVOL/P97/C5D3BPacket.lean	33002	theorem rowCircleTailCommonUClassRecordCells_v3_false {D : CounterexampleData} {q v1 v3 qs w u s t a b r : ℝ²} (P : C5D3BSameSideTerminalPacket D q v1 v3 qs w u) {H : U5QAllowedAuditSupport D q v3 ({v1, qs, w} : Finset ℝ²) u} {hs : s ∈ U5BoundedAuditCenters D q v3 ({v1, qs, w} : Finset ℝ²) u H.a0 H.a1} {ht : t ∈ U5BoundedAuditCenters D q v3 ({v1, qs, w} : Finset ℝ²) u H.a0 H.a1} (hcell : C5D3B.rowCircleTailCommonUClassRecordCells D q v1 v3 qs w u s t a b r H hs ht) (hbv3 : b = v3) : False
Problem97.C5D3B.rowCircleTailCommonUClassRecordCells_non_v3_false	lean/RVOL/P97/C5D3BPacket.lean	33292	theorem rowCircleTailCommonUClassRecordCells_non_v3_false {D : CounterexampleData} {q v1 v3 qs w u s t a b r : ℝ²} (P : C5D3BSameSideTerminalPacket D q v1 v3 qs w u) {H : U5QAllowedAuditSupport D q v3 ({v1, qs, w} : Finset ℝ²) u} {hs : s ∈ U5BoundedAuditCenters D q v3 ({v1, qs, w} : Finset ℝ²) u H.a0 H.a1} {ht : t ∈ U5BoundedAuditCenters D q v3 ({v1, qs, w} : Finset ℝ²) u H.a0 H.a1} (hcell : C5D3B.rowCircleTailCommonUClassRecordCells D q v1 v3 qs w u s t a b r H hs ht) (hbCases : b = v1 ∨ b = qs) : False
Problem97.C5D3B.qAllowedSelected_common_u_non_v3_false_cells	lean/RVOL/P97/C5D3BPacket.lean	33705	theorem qAllowedSelected_common_u_non_v3_false_cells {D : CounterexampleData} {q v1 v3 qs w u s t r : ℝ²} (P : C5D3BSameSideTerminalPacket D q v1 v3 qs w u) (H : U5QAllowedAuditSupport D q v3 ({v1, qs, w} : Finset ℝ²) u) (hs : s ∈ U5BoundedAuditCenters D q v3 ({v1, qs, w} : Finset ℝ²) u H.a0 H.a1) (ht : t ∈ U5BoundedAuditCenters D q v3 ({v1, qs, w} : Finset ℝ²) u H.a0 H.a1) (hsrow : s ∈ ({w, H.a0, H.a1} : Finset ℝ²)) (htrow : t ∈ ({w, H.a0, H.a1} : Finset ℝ²)) (hst : s ≠ t) (hstwo : (((H.selected_classes s hs).1) ∩ (({q, w, H.a0, H.a1} : Finset ℝ²).erase s)).card = 2) (htfull : ((H.selected_classes t ht).1 ∩ (({q, w, H.a0, H.a1} : Finset ℝ²).erase t)) = (({q, w, H.a0, H.a1} : Finset ℝ²).erase t)) (hr : r ∈ (((H.selected_classes s hs).1 ∩ (H.selected_classes t ht).1) ∩ ({v3, v1, qs, u} : Finset ℝ²))) (hsw : s = w) : False
Problem97.C5D3B.qAllowedSelected_two_full_common_two_side_w_overlap_false	lean/RVOL/P97/C5D3BPacket.lean	33857	theorem qAllowedSelected_two_full_common_two_side_w_overlap_false {D : CounterexampleData} {q v1 v3 qs w u s t : ℝ²} (P : C5D3BSameSideTerminalPacket D q v1 v3 qs w u) (H : U5QAllowedAuditSupport D q v3 ({v1, qs, w} : Finset ℝ²) u) (hs : s ∈ U5BoundedAuditCenters D q v3 ({v1, qs, w} : Finset ℝ²) u H.a0 H.a1) (ht : t ∈ U5BoundedAuditCenters D q v3 ({v1, qs, w} : Finset ℝ²) u H.a0 H.a1) (hsrow : s ∈ ({w, H.a0, H.a1} : Finset ℝ²)) (htrow : t ∈ ({w, H.a0, H.a1} : Finset ℝ²)) (hst : s ≠ t) (hstwo : (((H.selected_classes s hs).1) ∩ (({q, w, H.a0, H.a1} : Finset ℝ²).erase s)).card = 2) (htfull : ((H.selected_classes t ht).1 ∩ (({q, w, H.a0, H.a1} : Finset ℝ²).erase t)) = (({q, w, H.a0, H.a1} : Finset ℝ²).erase t)) (htB : t ∈ (H.selected_classes s hs).1) (hinter : ((H.selected_classes s hs).1 ∩ (H.selected_classes t ht).1).card = 2) (hsw : s = w) : False
Problem97.C5D3B.boundedSelected_no_common_carrier_two_offCarrier	lean/RVOL/P97/C5D3BPacket.lean	34101	theorem boundedSelected_no_common_carrier_two_offCarrier {D : CounterexampleData} {q p u x s t r a b : ℝ²} {T : Finset ℝ²} (H : U5BoundedAuditSupport D q p T u) (hs : s ∈ U5BoundedAuditCenters D q p T u H.a0 H.a1) (ht : t ∈ U5BoundedAuditCenters D q p T u H.a0 H.a1) (hst : s ≠ t) (hrCarrier : r ∈ insert x T) (haOff : a ∉ insert x T) (hbOff : b ∉ insert x T) (hab : a ≠ b) (hr₁ : r ∈ (H.selected_classes s hs).1) (hr₂ : r ∈ (H.selected_classes t ht).1) (ha₁ : a ∈ (H.selected_classes s hs).1) (ha₂ : a ∈ (H.selected_classes t ht).1) (hb₁ : b ∈ (H.selected_classes s hs).1) (hb₂ : b ∈ (H.selected_classes t ht).1) : False
Problem97.C5D3B.qAllowedSelected_no_common_carrier_two_offCarrier	lean/RVOL/P97/C5D3BPacket.lean	34151	theorem qAllowedSelected_no_common_carrier_two_offCarrier {D : CounterexampleData} {q p u x s t r a b : ℝ²} {T : Finset ℝ²} (H : U5QAllowedAuditSupport D q p T u) (hs : s ∈ U5BoundedAuditCenters D q p T u H.a0 H.a1) (ht : t ∈ U5BoundedAuditCenters D q p T u H.a0 H.a1) (hst : s ≠ t) (hrCarrier : r ∈ insert x T) (haOff : a ∉ insert x T) (hbOff : b ∉ insert x T) (hab : a ≠ b) (hr₁ : r ∈ (H.selected_classes s hs).1) (hr₂ : r ∈ (H.selected_classes t ht).1) (ha₁ : a ∈ (H.selected_classes s hs).1) (ha₂ : a ∈ (H.selected_classes t ht).1) (hb₁ : b ∈ (H.selected_classes s hs).1) (hb₂ : b ∈ (H.selected_classes t ht).1) : False
Problem97.U1Depth5.CriticalSourceRows.record001QTTwoCenteredSourcePlacements_absurd	lean/RVOL/P97/U1Depth5Prefix.lean	1666	theorem record001QTTwoCenteredSourcePlacements_absurd {D : CounterexampleData} {baseP baseQ baseT1 baseT2 baseT3 selectedU : Plane} (R : CriticalSourceRows D baseQ baseT1 baseT2 baseT3 selectedU) (hbase : List.Pairwise (fun x y : Plane => x ≠ y) [baseP, baseQ, baseT1, baseT2, baseT3, selectedU]) (hfix_f1_q_0 : selectedU = (R.rowAt CriticalSource.q).slotPoint 0) (hfix_p_q_1 : baseP = (R.rowAt CriticalSource.q).slotPoint 1) (hfix_t1_q_2 : baseT1 = (R.rowAt CriticalSource.q).slotPoint 2) (hfix_t2_q_3 : baseT2 = (R.rowAt CriticalSource.q).slotPoint 3) (_hfix_f1_t1_0 : selectedU = (R.rowAt CriticalSource.t1).slotPoint 0) (_hfix_p_t1_1 : baseP = (R.rowAt CriticalSource.t1).slotPoint 1) (_hfix_q_t1_2 : baseQ = (R.rowAt CriticalSource.t1).slotPoint 2) (_hfix_t3_t1_3 : baseT3 = (R.rowAt CriticalSource.t1).slotPoint 3) : False
Problem97.U1Depth5SourceUnitGenerated.false_of_f1t2_extra_omit3_of_packet_label_centered_rows	lean/RVOL/P97/U1Depth5QT3PilotRecord001F1T2Omit3.lean	378	theorem false_of_f1t2_extra_omit3_of_packet_label_centered_rows {D : CounterexampleData} {baseP baseQ baseT1 baseT2 baseT3 selectedU : U1Depth5.Plane} (hfixed : U3FixedTriplePacket D baseQ baseP baseT1 baseT2 baseT3) (packet : U1Depth5.RowSlotLabelPacket D baseP baseQ baseT1 baseT2 baseT3 selectedU) (centered : U1Depth5.Record001QTTwoCenteredRows D baseP baseQ baseT1 baseT2 baseT3 selectedU) (hrow_12 : dist (packet.point U1Depth5.q) (packet.point U1Depth5.p) = dist (packet.point U1Depth5.q) (packet.point U1Depth5.f1)) (hrow_20 : dist (packet.point U1Depth5.t2) (packet.point U1Depth5.f5) = dist (packet.point U1Depth5.t2) (packet.point U1Depth5.f2)) (hrow_21 : dist (packet.point U1Depth5.t2) (packet.point U1Depth5.p) = dist (packet.point U1Depth5.t2) (packet.point U1Depth5.f2)) (hrow_22 : dist (packet.point U1Depth5.t2) (packet.point U1Depth5.q) = dist (packet.point U1Depth5.t2) (packet.point U1Depth5.f2)) (hrow_24 : dist (packet.point U1Depth5.t3) (packet.point U1Depth5.f2) = dist (packet.point U1Depth5.t3) (packet.point U1Depth5.f1)) (hrow_25 : dist (packet.point U1Depth5.t3) (packet.point U1Depth5.p) = dist (packet.point U1Depth5.t3) (packet.point U1Depth5.f1)) (hrow_26 : dist (packet.point U1Depth5.t3) (packet.point U1Depth5.t1) = dist (packet.point U1Depth5.t3) (packet.point U1Depth5.f1)) (hextra_f1_t2 : dist (packet.point U1Depth5.f1) (packet.point U1Depth5.t2) = dist (packet.point U1Depth5.f1) (packet.point U1Depth5.f2)) : False
Problem97.U1Depth5SourceUnitGenerated.false_of_record001_manifest_label_centered_rows	lean/RVOL/P97/U1Depth5QT3PilotRecord001F1T2Omit3.lean	456	theorem false_of_record001_manifest_label_centered_rows {D : CounterexampleData} (packet : U1Depth5.ManifestLabelPacket D) (hfixed : U3FixedTriplePacket D packet.baseQ packet.baseP packet.baseT1 packet.baseT2 packet.baseT3) (centered : U1Depth5.PacketLabelCenteredRows D packet.baseQ packet.baseT1 packet.baseT2 packet.baseT3 packet.selectedU) (hfix_f1_q_0 : packet.selectedU = centered.qRow.slotPoint 0) (hfix_p_q_1 : packet.baseP = centered.qRow.slotPoint 1) (hfix_t1_q_2 : packet.baseT1 = centered.qRow.slotPoint 2) (hfix_t2_q_3 : packet.baseT2 = centered.qRow.slotPoint 3) (hfix_f1_t1_0 : packet.selectedU = centered.t1Row.slotPoint 0) (hfix_p_t1_1 : packet.baseP = centered.t1Row.slotPoint 1) (hfix_q_t1_2 : packet.baseQ = centered.t1Row.slotPoint 2) (hfix_t3_t1_3 : packet.baseT3 = centered.t1Row.slotPoint 3) (hfix_f2_t2_0 : packet.f2Point = centered.t2Row.slotPoint 0) (hfix_f5_t2_1 : packet.f5Point = centered.t2Row.slotPoint 1) (hfix_p_t2_2 : packet.baseP = centered.t2Row.slotPoint 2) (hfix_q_t2_3 : packet.baseQ = centered.t2Row.slotPoint 3) (hfix_f1_t3_0 : packet.selectedU = centered.t3Row.slotPoint 0) (hfix_f2_t3_1 : packet.f2Point = centered.t3Row.slotPoint 1) (hfix_p_t3_2 : packet.baseP = centered.t3Row.slotPoint 2) (hfix_t1_t3_3 : packet.baseT1 = centered.t3Row.slotPoint 3) (hfix_f2_f1_0 : packet.f2Point = centered.uRow.slotPoint 0) (hfix_f3_f1_1 : packet.f3Point = centered.uRow.slotPoint 1) (hfix_f4_f1_2 : packet.f4Point = centered.uRow.slotPoint 2) (hfix_p_f1_3 : packet.baseP = centered.uRow.slotPoint 3) : False
Problem97.U1Depth5SourceUnitGenerated.false_of_record001_manifest_label_centered_slots	lean/RVOL/P97/U1Depth5QT3PilotRecord001F1T2Omit3.lean	596	theorem false_of_record001_manifest_label_centered_slots {D : CounterexampleData} {baseP baseQ baseT1 baseT2 baseT3 selectedU : U1Depth5.Plane} (hfixed : U3FixedTriplePacket D baseQ baseP baseT1 baseT2 baseT3) (selectedU_mem : selectedU ∈ D.A) (centered : U1Depth5.PacketLabelCenteredRows D baseQ baseT1 baseT2 baseT3 selectedU) (hlabels : List.Pairwise (fun x y : U1Depth5.Plane => x ≠ y) [baseP, baseQ, baseT1, baseT2, baseT3, selectedU, centered.t2Row.slotPoint 0, centered.uRow.slotPoint 1, centered.uRow.slotPoint 2, centered.t2Row.slotPoint 1]) (hfix_f1_q_0 : selectedU = centered.qRow.slotPoint 0) (hfix_p_q_1 : baseP = centered.qRow.slotPoint 1) (hfix_t1_q_2 : baseT1 = centered.qRow.slotPoint 2) (hfix_t2_q_3 : baseT2 = centered.qRow.slotPoint 3) (hfix_f1_t1_0 : selectedU = centered.t1Row.slotPoint 0) (hfix_p_t1_1 : baseP = centered.t1Row.slotPoint 1) (hfix_q_t1_2 : baseQ = centered.t1Row.slotPoint 2) (hfix_t3_t1_3 : baseT3 = centered.t1Row.slotPoint 3) (hfix_p_t2_2 : baseP = centered.t2Row.slotPoint 2) (hfix_q_t2_3 : baseQ = centered.t2Row.slotPoint 3) (hfix_f1_t3_0 : selectedU = centered.t3Row.slotPoint 0) (hfix_f2_t3_1 : centered.t2Row.slotPoint 0 = centered.t3Row.slotPoint 1) (hfix_p_t3_2 : baseP = centered.t3Row.slotPoint 2) (hfix_t1_t3_3 : baseT1 = centered.t3Row.slotPoint 3) (hfix_f2_f1_0 : centered.t2Row.slotPoint 0 = centered.uRow.slotPoint 0) (hfix_p_f1_3 : baseP = centered.uRow.slotPoint 3) : False
Problem97.false_of_t2Row_center_p_q_not_named	lean/RVOL/P97/U1LargeCapRouteBTail.lean	656	theorem false_of_t2Row_center_p_q_not_named {D : CounterexampleData} {p q t1 t2 t3 u : ℝ²} (hlocalNoQFree : U3LocalizedNoQFreePacket D q p) {rows : U1Depth5.CriticalSourceRows D q t1 t2 t3 u} (hcenter : rows.t2Row.center = p) (hq_not_named : ¬ (q = rows.t2Row.selected.l1 ∨ q = rows.t2Row.selected.l2 ∨ q = rows.t2Row.selected.l3 ∨ q = rows.t2Row.selected.l4)) : False
Problem97.U5AuditLabel.route_equilateralCircumcenter	lean/RVOL/P97/U5FiniteExtraction.lean	1213	theorem route_equilateralCircumcenter {D : CounterexampleData} {Λ : PointLabeling} {P : IndexPattern} {Bt1 Bt2 Bt3 Bu Ba0 Ba1 : Finset ℝ²} (Kt1 : U5QDeletedK4Class D (Λ.point q) (Λ.point t1) Bt1) (Kt2 : U5QDeletedK4Class D (Λ.point q) (Λ.point t2) Bt2) (Kt3 : U5QDeletedK4Class D (Λ.point q) (Λ.point t3) Bt3) (Ku : U5QDeletedK4Class D (Λ.point q) (Λ.point u) Bu) (Ka0 : U5QDeletedK4Class D (Λ.point q) (Λ.point a0) Ba0) (Ka1 : U5QDeletedK4Class D (Λ.point q) (Λ.point a1) Ba1) (h1 : choice t1 P.i1 = labelMask (classLabels Λ.point Bt1)) (h2 : choice t2 P.i2 = labelMask (classLabels Λ.point Bt2)) (h3 : choice t3 P.i3 = labelMask (classLabels Λ.point Bt3)) (hu : choice u P.iu = labelMask (classLabels Λ.point Bu)) (h0 : choice a0 P.ia0 = labelMask (classLabels Λ.point Ba0)) (h1a : choice a1 P.ia1 = labelMask (classLabels Λ.point Ba1)) (hr_pos : 0 < dist (Λ.point p) (Λ.point q)) (ht1_radius : dist (Λ.point p) (Λ.point t1) = dist (Λ.point p) (Λ.point q)) (ht2_radius : dist (Λ.point p) (Λ.point t2) = dist (Λ.point p) (Λ.point q)) (ht3_radius : dist (Λ.point p) (Λ.point t3) = dist (Λ.point p) (Λ.point q)) (hu_off : dist (Λ.point p) (Λ.point u) ≠ dist (Λ.point p) (Λ.point q)) (ha0_off : dist (Λ.point p) (Λ.point a0) ≠ dist (Λ.point p) (Λ.point q)) (ha1_off : dist (Λ.point p) (Λ.point a1) ≠ dist (Λ.point p) (Λ.point q)) (hobs : equilateralCircumcenterIncompatibility P.i1 P.i2 P.i3 P.iu P.ia0 P.ia1 = true) : False
Problem97.U5QCriticalTripleClass.two_triple_centers_adjacent_incompatibility	lean/RVOL/P97/U5GlobalIncidenceKernels.lean	377	theorem U5QCriticalTripleClass.two_triple_centers_adjacent_incompatibility {D : CounterexampleData} {q p t₁ t₂ : ℝ²} {T B₁ B₂ : Finset ℝ²} (htriple : U5DangerousTriple D q p T) (ht₁ : t₁ ∈ T) (ht₂ : t₂ ∈ T) (K₁ : U5QCriticalTripleClass D q t₁ B₁) (K₂ : U5QCriticalTripleClass D q t₂ B₂) (hpB₁ : p ∈ B₁) (hpB₂ : p ∈ B₂) (hadj : t₂ ∈ B₁ ∨ t₁ ∈ B₂) : False
Problem97.U5QCriticalTripleClass.two_triple_centers_third_common_incompatibility	lean/RVOL/P97/U5GlobalIncidenceKernels.lean	421	theorem U5QCriticalTripleClass.two_triple_centers_third_common_incompatibility {D : CounterexampleData} {q p t₁ t₂ t₃ : ℝ²} {T B₁ B₂ : Finset ℝ²} (htriple : U5DangerousTriple D q p T) (_ht₁ : t₁ ∈ T) (_ht₂ : t₂ ∈ T) (ht₃ : t₃ ∈ T) (ht₁₂ : t₁ ≠ t₂) (K₁ : U5QCriticalTripleClass D q t₁ B₁) (K₂ : U5QCriticalTripleClass D q t₂ B₂) (hpB₁ : p ∈ B₁) (hpB₂ : p ∈ B₂) (ht₃B₁ : t₃ ∈ B₁) (ht₃B₂ : t₃ ∈ B₂) : False
Problem97.u5_qcritical_aux_center_metric_incompatibility	lean/RVOL/P97/U5GlobalIncidenceKernels.lean	771	theorem u5_qcritical_aux_center_metric_incompatibility {p q t₁ t₂ t₃ a : ℝ²} {r : ℝ} (hr : 0 < r) (hpq : dist p q = r) (hpt₁ : dist p t₁ = r) (hpt₂ : dist p t₂ = r) (hpt₃ : dist p t₃ = r) (ht₁q : dist t₁ q = r) (ht₁t₂ : dist t₁ t₂ = r) (ht₂t₃ : dist t₂ t₃ = r) (hq_ne_t₂ : q ≠ t₂) (ht₁_ne_t₃ : t₁ ≠ t₃) (hapq : dist a p = dist a q) (ht₃a : dist t₃ a = r) : False
Problem97.U5QCriticalTripleClass.qcritical_exact_exact_aux_center_incompatibility	lean/RVOL/P97/U5GlobalIncidenceKernels.lean	867	theorem U5QCriticalTripleClass.qcritical_exact_exact_aux_center_incompatibility {D : CounterexampleData} {q p t₁ t₂ t₃ a : ℝ²} {T B₁ B₂ B₃ Ba : Finset ℝ²} (htriple : U5DangerousTriple D q p T) (ht₁ : t₁ ∈ T) (ht₂ : t₂ ∈ T) (ht₃ : t₃ ∈ T) (ht₁_ne_t₃ : t₁ ≠ t₃) (K₁ : U5QCriticalTripleClass D q t₁ B₁) (K₂ : U5QDeletedK4Class D q t₂ B₂) (K₃ : U5QDeletedK4Class D q t₃ B₃) (Ka : U5QCriticalTripleClass D q a Ba) (hpB₁ : p ∈ B₁) (ht₂B₁ : t₂ ∈ B₁) (hpB₂ : p ∈ B₂) (ht₃B₂ : t₃ ∈ B₂) (hpB₃ : p ∈ B₃) (haB₃ : a ∈ B₃) (hpBa : p ∈ Ba) : False
Problem97.u5_qcritical_collinear_aux_center_metric_incompatibility	lean/RVOL/P97/U5GlobalIncidenceKernels.lean	1080	theorem u5_qcritical_collinear_aux_center_metric_incompatibility {p q t₁ t₂ u a : ℝ²} {r : ℝ} (hr : 0 < r) (hpq : dist p q = r) (hpt₁ : dist p t₁ = r) (hpt₂ : dist p t₂ = r) (ht₁q : dist t₁ q = r) (ht₁t₂ : dist t₁ t₂ = r) (ht₁u : dist t₁ u = r) (ht₂u : dist t₂ u = r) (hq_ne_t₂ : q ≠ t₂) (hp_ne_u : p ≠ u) (hat₁q : dist a t₁ = dist a q) (hauq : dist a u = dist a q) : False
